DateTime,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-14 11:00:00,2004-03-14,11:00:00,2.8,1444.75,10.859535166937013,1009.25,176.0,878.25,114.0,1696.0,1355.25,16.875000476837,46.099999427795,0.8789310942666374
2004-03-14 12:00:00,2004-03-14,12:00:00,2.8,1415.5,10.659815662688954,1002.0,161.0,906.75,119.0,1676.5,1261.5,19.300000190735,38.25,0.8474048021414429
2004-03-14 13:00:00,2004-03-14,13:00:00,2.0,1281.25,7.540072456167103,880.0,113.0,1083.75,104.0,1525.0,980.0,21.174999713898,31.449999809265,0.7811957165002227
2004-03-14 14:00:00,2004-03-14,14:00:00,1.8,1207.25,7.504598795037856,878.5,103.0,1103.5,102.0,1489.5,872.25,21.424999713898,30.199999809265,0.7615918767626616
2004-03-14 15:00:00,2004-03-14,15:00:00,1.9,1257.75,8.160112924625768,905.75,112.0,1081.25,107.0,1511.0,900.25,21.925000190735,28.950000286102,0.7524589545694458
2004-03-14 16:00:00,2004-03-14,16:00:00,3.0,1457.75,11.867358322901142,1045.0,170.0,973.75,129.0,1646.0,1098.5,22.224999904633,28.39999961853,0.7516273241188697
2004-03-14 17:00:00,2004-03-14,17:00:00,2.9,1437.75,12.033004745084428,1050.75,180.0,942.5,128.0,1667.5,1206.25,21.299999713898,30.75,0.7696154919144513
2004-03-14 18:00:00,2004-03-14,18:00:00,2.5,1477.75,12.163323306748472,1055.25,160.0,929.25,121.0,1670.75,1262.25,19.650000095367,36.699999809265,0.8307061318496992
2004-03-14 19:00:00,2004-03-14,19:00:00,4.6,1807.5,20.57171487732563,1312.25,261.0,753.25,157.0,1992.75,1697.75,18.374999523163,41.72500038147,0.8731957705577488
2004-03-14 20:00:00,2004-03-14,20:00:00,5.9,1898.0,23.142125805295404,1381.25,325.0,680.5,173.0,2102.75,1904.75,17.625,46.099999427795,0.9209535360575976
2004-03-14 21:00:00,2004-03-14,21:00:00,3.4,1559.5,14.720453409836011,1139.75,217.0,783.75,146.0,1817.5,1648.0,16.650000095367,49.575000762939,0.9319900473249648
2004-03-14 22:00:00,2004-03-14,22:00:00,2.1,1324.25,9.004199247323303,939.5,146.0,923.5,121.0,1587.0,1422.75,16.25,50.950000762939,0.9341472131622556
2004-03-14 23:00:00,2004-03-14,23:00:00,2.2,1348.75,8.83888507899354,933.0,152.0,933.0,119.0,1616.5,1348.75,14.725000143051,55.925000190735,0.9313856224921276
2004-03-15 00:00:00,2004-03-15,00:00:00,1.8,1238.75,7.357560374878767,872.25,104.0,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.9163543254683044
2004-03-15 01:00:00,2004-03-15,01:00:00,1.8,1239.0,6.918207216219388,853.25,106.0,1010.25,93.0,1543.25,1173.75,14.049999952316,57.0,0.9094489367663466
2004-03-15 02:00:00,2004-03-15,02:00:00,1.8,1223.75,6.958191195775006,855.0,108.0,998.25,88.0,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246
2004-03-15 03:00:00,2004-03-15,03:00:00,1.1,1078.25,4.429862930483551,734.0,98.0,1128.25,81.0,1486.75,1020.5,12.599999904633,63.474999427795,0.9230174218998716
2004-03-15 05:00:00,2004-03-15,05:00:00,1.0,1074.5,3.865914337574949,703.25,88.0,1155.75,74.0,1463.75,1010.0,11.899999856949,67.449998855591,0.9375381769341324
2004-03-15 06:00:00,2004-03-15,06:00:00,1.4,1156.75,6.385320090079159,829.5,138.0,1029.5,80.0,1584.0,1083.0,11.375,70.52499961853,0.9475162243381904
2004-03-15 07:00:00,2004-03-15,07:00:00,2.2,1314.0,9.685046806517573,965.75,228.0,896.75,89.0,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487
2004-03-15 08:00:00,2004-03-15,08:00:00,5.5,1796.75,25.87045766099893,1451.0,360.0,652.0,114.0,2323.0,1679.5,12.400000095367,63.875000953674,0.916954694148268
2004-03-15 09:00:00,2004-03-15,09:00:00,8.1,1961.25,36.69206253067248,1701.0,478.0,536.75,149.0,2665.25,2184.25,14.774999856949,54.324999809265,0.9076095360418625
2004-03-15 10:00:00,2004-03-15,10:00:00,5.8,1770.5,26.6360247644022,1470.0,394.0,621.5,157.0,2261.5,1973.0,17.400000095367,45.64999961853,0.8992981706467373
2004-03-15 11:00:00,2004-03-15,11:00:00,4.2,1563.5,20.11092309343549,1299.5,319.0,709.75,155.0,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787
2004-03-15 12:00:00,2004-03-15,12:00:00,3.1,1430.0,14.096485799877708,1119.75,201.0,830.5,134.0,1783.25,1522.0,22.025000095367,34.050000190735,0.8903685188126028
2004-03-15 13:00:00,2004-03-15,13:00:00,2.9,1417.25,14.9257192296359,1146.25,171.0,829.5,119.0,1830.5,1404.0,23.324999809265,32.174999237061,0.9095992195673936
2004-03-15 14:00:00,2004-03-15,14:00:00,2.9,1400.25,15.436141471547913,1162.25,159.0,838.25,111.0,1828.5,1263.25,23.875,29.97500038147,0.8756585288124981
2004-03-15 15:00:00,2004-03-15,15:00:00,2.5,1317.25,12.09085021877653,1052.75,153.0,926.0,104.0,1706.75,1137.0,24.449999809265,28.900000095367,0.873591912397843
2004-03-15 16:00:00,2004-03-15,16:00:00,2.3,1317.75,11.524820242423964,1033.0,143.0,949.75,99.0,1675.0,1068.0,24.375,29.39999961853,0.8847617117200978
2004-03-15 17:00:00,2004-03-15,17:00:00,2.8,1445.25,14.75983347170136,1141.0,156.0,856.5,110.0,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514
2004-03-15 18:00:00,2004-03-15,18:00:00,6.1,1917.0,32.14884367945396,1600.5,314.0,631.25,162.0,2447.0,1843.25,22.549999237061,35.375000953674,0.9546998207473484
2004-03-15 19:00:00,2004-03-15,19:00:00,8.0,2039.75,39.20233967931091,1754.25,404.0,542.25,187.0,2679.0,2122.25,20.425000667572,42.5,1.0086313341074231
2004-03-15 20:00:00,2004-03-15,20:00:00,6.5,1894.75,30.961305060452627,1573.25,320.0,565.0,165.0,2442.75,1991.5,18.275000095367,52.625000953674,1.0945180933132783
2004-03-15 21:00:00,2004-03-15,21:00:00,4.2,1594.5,19.89562146325444,1293.5,256.0,678.25,145.0,2057.5,1707.0,16.650000095367,57.375,1.0786268914239705
2004-03-15 22:00:00,2004-03-15,22:00:00,3.2,1438.5,15.31585504960172,1158.5,193.0,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.0653715549625935
2004-03-15 23:00:00,2004-03-15,23:00:00,1.4,1141.5,6.895403347240391,852.25,89.0,1008.25,101.0,1547.25,1164.25,15.250000238419,61.449998855591,1.057955499077892
2004-03-16 00:00:00,2004-03-16,00:00:00,2.1,1303.6666666667,11.139929168771715,1019.3333333333,127.0,852.33333333333,103.0,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.049372403097042
2004-03-16 01:00:00,2004-03-16,01:00:00,1.2,1074.25,5.40550061636386,783.5,79.0,1097.75,88.0,1483.0,1039.75,14.825000047684,60.550001144409,1.0148194658330398
2004-03-16 02:00:00,2004-03-16,02:00:00,0.8,968.0,2.810688037123539,640.0,43.0,1319.5,61.0,1385.75,866.75,14.75,59.224999427795,0.9879081107816498
2004-03-16 03:00:00,2004-03-16,03:00:00,0.7,929.25,2.325061547147355,607.5,40.5,1375.5,56.5,1364.25,825.75,13.624999761581,62.050000190735,0.9635549956184192
2004-03-16 05:00:00,2004-03-16,05:00:00,0.6,937.0,2.008742634517473,584.75,38.0,1411.5,52.0,1348.0,792.5,12.75,63.22500038147,0.9282898040213576
2004-03-16 06:00:00,2004-03-16,06:00:00,0.9,1017.0,3.4826893251173856,681.25,82.0,1245.75,64.0,1417.5,869.5,11.174999952316,68.47500038147,0.9081071231015928
2004-03-16 07:00:00,2004-03-16,07:00:00,1.3,1171.25,5.131232180692032,770.0,99.0,1161.75,70.0,1466.75,930.0,10.975000143051,66.5,0.8705229495981881
2004-03-16 08:00:00,2004-03-16,08:00:00,3.4,1541.0,16.17445704918363,1185.0,263.0,770.0,97.0,1888.75,1406.5,11.674999952316,63.650000572205,0.8719365877065632
2004-03-16 09:00:00,2004-03-16,09:00:00,3.7,1539.25,19.663493856394243,1287.0,229.0,697.5,95.0,2054.75,1507.0,13.625,56.299999237061,0.8742650471769098
2004-03-16 10:00:00,2004-03-16,10:00:00,5.3,1734.75,25.05515030336349,1430.5,396.0,628.25,150.0,2211.0,1843.25,17.824999332428,42.875,0.8672254631723162
2004-03-16 11:00:00,2004-03-16,11:00:00,4.1,1571.0,20.003148782861157,1296.5,314.0,730.0,162.0,1972.75,1729.0,21.449999809265,33.324999332428,0.8416712958240697
2004-03-16 12:00:00,2004-03-16,12:00:00,3.3,1451.75,18.347057576589474,1249.5,217.0,775.5,154.0,1868.25,1583.25,24.375,27.35000038147,0.8230691655452694
2004-03-16 13:00:00,2004-03-16,13:00:00,4.0,1579.0,22.30858297567,1359.25,252.0,724.0,161.0,1997.75,1670.75,25.250000476837,26.075000286102,0.8263807552458209
2004-03-16 14:00:00,2004-03-16,14:00:00,3.8,1466.25,20.44477997926457,1308.75,263.0,772.5,161.0,1897.0,1491.25,25.825000286102,23.150000095367,0.7589369630881299
2004-03-16 15:00:00,2004-03-16,15:00:00,2.8,1279.75,14.610427960363092,1136.25,180.0,892.75,128.0,1675.25,1239.75,27.0,20.200000286102,0.7093615130294146
2004-03-16 16:00:00,2004-03-16,16:00:00,2.9,1407.0,16.553254344130867,1196.5,184.0,905.25,129.0,1758.75,1313.0,28.249999523163,18.574999809265,0.7013857388336394
2004-03-16 17:00:00,2004-03-16,17:00:00,2.9,1388.75,15.78318309681854,1173.0,190.0,898.25,133.0,1739.0,1363.25,27.974999904633,19.10000038147,0.709825085363188
2004-03-16 18:00:00,2004-03-16,18:00:00,3.4,1447.25,17.83994777641898,1234.75,184.0,858.75,139.0,1778.0,1295.75,23.900000095367,25.699999809265,0.7518910408124666
2004-03-16 19:00:00,2004-03-16,19:00:00,3.9,1551.0,19.09705933715707,1271.0,181.0,800.25,137.0,1874.5,1432.25,21.349999904633,34.77499961853,0.8729931333855647
2004-03-16 20:00:00,2004-03-16,20:00:00,3.2,1473.5,15.766968720541028,1172.5,166.0,854.25,143.0,1776.0,1431.75,20.425000190735,36.675000190735,0.870389489318189
2004-03-16 21:00:00,2004-03-16,21:00:00,5.1,1799.5,24.877671870607216,1426.0,317.0,700.0,177.0,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308826996
2004-03-16 22:00:00,2004-03-16,22:00:00,2.6,1379.25,13.529604730694471,1101.25,184.0,817.5,138.0,1710.0,1601.75,17.925000190735,45.900000572205,0.9341860450216593
2004-03-16 23:00:00,2004-03-16,23:00:00,1.7,1200.5,9.087345626567226,942.75,130.0,935.0,117.0,1559.75,1361.75,16.700000286102,48.925000190735,0.9226499255272292
2004-03-17 00:00:00,2004-03-17,00:00:00,1.7,1204.75,8.630947011140279,924.75,132.0,922.0,107.0,1546.5,1314.25,15.524999856949,52.925000190735,0.9271282297880028
2004-03-17 01:00:00,2004-03-17,01:00:00,1.2,1071.5,5.415775467693622,784.0,95.0,1065.5,90.0,1441.75,1113.75,15.475000143051,51.875,0.905875280404742
2004-03-17 02:00:00,2004-03-17,02:00:00,0.9,997.75,4.050256979222614,713.5,70.0,1169.25,79.0,1383.25,991.5,14.125,55.575000762939,0.8909558056211343
2004-03-17 03:00:00,2004-03-17,03:00:00,0.7,933.25,2.5816785814911887,625.0,49.0,1291.5,59.5,1331.5,883.75,13.050000190735,57.900000572205,0.8666330082051409
2004-03-17 05:00:00,2004-03-17,05:00:00,0.5,868.75,1.6068282575436197,553.5,28.0,1459.5,40.0,1267.75,667.0,11.824999809265,58.025000572205,0.8026319321159456
2004-03-17 06:00:00,2004-03-17,06:00:00,0.5,890.75,1.8956482143938893,576.25,46.0,1416.5,53.0,1289.25,733.0,11.900000095367,57.39999961853,0.7978457040872352
